RDA element,RDA recording method,Alignment,M21 Authority encoding
script,identifier,aligns with,014 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,020 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,022 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,024 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,031 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,034 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,035 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,043 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,045 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,046 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,050 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,052 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,053 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,055 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,060 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,065 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,066 ** $a  (recording a script of description) (data provenance)
script,identifier,aligns with,066 ** $b  (recording a script of description) (data provenance)
script,identifier,aligns with,066 ** $c  (recording a script of description) (data provenance)
script,identifier,aligns with,070 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,072 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,073 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,080 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,082 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,083 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,086 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,087 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,100 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,100 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,110 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,110 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,111 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,111 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,130 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,130 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,151 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,151 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,335 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,336 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,336 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,348 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,348 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,360 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,368 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,368 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,370 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,370 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,371 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,371 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,372 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,372 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,373 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,373 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,374 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,374 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,375 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,375 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,376 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,376 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,377 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,377 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,378 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,378 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,380 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,380 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,381 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,381 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,382 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,382 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,383 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,384 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,384 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,385 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,385 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,386 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,386 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,388 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,388 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,400 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,400 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,410 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,410 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,411 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,411 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,430 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,430 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,451 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,451 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,500 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,500 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,510 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,510 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,511 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,511 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,530 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,530 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,551 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,551 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,640 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,641 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,642 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,643 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,644 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,645 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,646 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,663 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,664 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,665 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,666 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,670 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,672 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,675 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,677 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,678 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,680 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,700 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,700 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,710 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,710 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,711 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,711 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,730 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,730 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,751 ** $6  (recording a script of description) (data provenance)
script,identifier,aligns with,751 ** $7 (dpes)  (data provenance)
script,identifier,aligns with,856 ** $e (dpes)  (data provenance)
script,IRI,aligns with,100 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,110 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,111 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,130 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,151 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,335 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,336 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,348 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,360 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,368 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,370 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,371 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,372 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,373 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,374 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,375 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,376 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,377 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,378 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,380 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,381 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,382 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,383 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,384 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,385 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,386 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,388 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,400 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,410 ** $7 (dpes)  (data provenance)
script,IRI,aligns with,411 ** $7 (dpes)  (data provenance)
