*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],*status,instructionNumber,has element type,See Also[0]
is special effects provider corporate body of,rdaa:specialEffectsProviderCorporateBodyOf.en,"Relates a corporate body to an expression that includes a contribution by a corporate body of designing and creating on-set special effects, such as on-set mechanical effects and in-camera optical effects.",,,,,,,,,,,special effects provider corporate body of,"An expression that includes a contribution by a corporate body of designing and creating on-set special effects, such as on-set mechanical effects and in-camera optical effects.",rdaa:P50882,property,rdac:C10005,rdaa:P50925,rdaa:P50731,Published,,2,
is special effects provider family of,rdaa:specialEffectsProviderFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of designing and creating on-set special effects, such as on-set mechanical effects and in-camera optical effects.",,,,,,,,,,,special effects provider family of,"An expression that includes a contribution by a family of designing and creating on-set special effects, such as on-set mechanical effects and in-camera optical effects.",rdaa:P51033,property,rdac:C10008,rdaa:P51076,rdaa:P50731,Published,,2,
is special effects provider person of,rdaa:specialEffectsProviderPersonOf.en,"Relates a person to an expression that includes a contribution by a person of designing and creating on-set special effects, such as on-set mechanical effects and in-camera optical effects.",,,,,,,,,,,special effects provider person of,"An expression that includes a contribution by a person of designing and creating on-set special effects, such as on-set mechanical effects and in-camera optical effects.",rdaa:P50580,property,rdac:C10004,rdaa:P50623,rdaa:P50244,Published,,2,
has sponsored corporate body of agent,rdaa:sponsoredCorporateBodyOfAgent.en,Relates an agent to a corporate body who is sponsored by an agent.,,,,,,,,,,,sponsored corporate body of agent,A corporate body who is sponsored by an agent.,rdaa:P51098,property,rdac:C10002,rdaa:P50218,,Published,,2,
has sponsored corporate body of collective agent,rdaa:sponsoredCorporateBodyOfCollectiveAgent.en,Relates a collective agent to a corporate body who is sponsored by a collective agent.,,,,,,,,,,,sponsored corporate body of collective agent,A corporate body who is sponsored by a collective agent.,rdaa:P51099,property,rdac:C10011,rdaa:P50359,rdaa:P51098,Published,,2,
has sponsored corporate body of corporate body,rdaa:sponsoredCorporateBodyOfCorporateBody.en,Relates a corporate body to a corporate body who is sponsored by another corporate body.,,,,,,,,,,,sponsored corporate body of corporate body,A corporate body who is sponsored by another corporate body.,rdaa:P50009,property,rdac:C10005,rdaa:P50336,rdaa:P51099,Published,29.5,2,
has sponsored corporate body of family,rdaa:sponsoredCorporateBodyOfFamily.en,Relates a family to a corporate body who is sponsored by a family.,,,,,,,,,,,sponsored corporate body of family,A corporate body who is sponsored by a family.,rdaa:P50063,property,rdac:C10008,rdaa:P50327,rdaa:P51099,Published,29.5,2,
has sponsored corporate body of person,rdaa:sponsoredCorporateBodyOfPerson.en,Relates a person to a corporate body who is sponsored by a person.,,sponsor of,,,,,,,,,sponsored corporate body of person,A corporate body who is sponsored by a person.,rdaa:P50371,property,rdac:C10004,rdaa:P50318,rdaa:P51098,Published,29.5,2,
has sponsored work of agent,rdaa:sponsoredWorkOfAgent.en,Relates an agent to a work that involves a responsibility of an agent for sponsoring some aspect of a work.,Includes funding research and sponsoring an event that is the basis of a work.,sponsoring body of,,,,,,,,,sponsored work of agent,A work that involves a responsibility of an agent for sponsoring some aspect of a work.,rdaa:P50226,property,rdac:C10002,rdaa:P50305,,Published,18.5,2,
has sponsored work of collective agent,rdaa:sponsoredWorkOfCollectiveAgent.en,Relates a collective agent to a work that involves a responsibility of a collective agent for sponsoring some aspect of a work.,Includes funding research and sponsoring an event that is the basis of a work.,,,,,,,,,,sponsored work of collective agent,A work that involves a responsibility of a collective agent for sponsoring some aspect of a work.,rdaa:P51100,property,rdac:C10011,rdaa:P50357,rdaa:P50226,Published,,2,
has sponsored work of corporate body,rdaa:sponsoredWorkOfCorporateBody.en,Relates a corporate body to a work that involves a responsibility of a corporate body for sponsoring some aspect of a work.,Includes funding research and sponsoring an event that is the basis of a work.,,,,,,,,,,sponsored work of corporate body,A work that involves a responsibility of a corporate body for sponsoring some aspect of a work.,rdaa:P51101,property,rdac:C10005,rdaa:P50329,rdaa:P51100,Published,,2,
has sponsored work of family,rdaa:sponsoredWorkOfFamily.en,Relates a family to a work that involves a responsibility of a family for sponsoring some aspect of a work.,Includes funding research and sponsoring an event that is the basis of a work.,,,,,,,,,,sponsored work of family,A work that involves a responsibility of a family for sponsoring some aspect of a work.,rdaa:P51102,property,rdac:C10008,rdaa:P50320,rdaa:P51100,Published,,2,
has sponsored work of person,rdaa:sponsoredWorkOfPerson.en,Relates a person to a work that involves a responsibility of a person for sponsoring some aspect of a work.,Includes funding research and sponsoring an event that is the basis of a work.,,,,,,,,,,sponsored work of person,A work that involves a responsibility of a person for sponsoring some aspect of a work.,rdaa:P51103,property,rdac:C10004,rdaa:P50311,rdaa:P50226,Published,,2,
has sponsoring agent of corporate body,rdaa:sponsoringAgentOfCorporateBody.en,Relates a corporate body to an agent who sponsors a corporate body.,,,,,,,,,,,sponsoring agent of corporate body,An agent who sponsors a corporate body.,rdaa:P51096,property,rdac:C10005,rdaa:P50333,,Published,,2,
has sponsoring collective agent of corporate body,rdaa:sponsoringCollectiveAgentOfCorporateBody.en,Relates a corporate body to a collective agent who sponsors a corporate body.,,,,,,,,,,,sponsoring collective agent of corporate body,A collective agent who sponsors a corporate body.,rdaa:P51097,property,rdac:C10005,rdaa:P50349,rdaa:P51096,Published,,2,
has sponsoring corporate body of corporate body,rdaa:sponsoringCorporateBodyOfCorporateBody.en,Relates a corporate body to a corporate body who sponsors another corporate body.,,sponsoring corporate body,,,,,,,,,sponsoring corporate body of corporate body,A corporate body who sponsors another corporate body.,rdaa:P50015,property,rdac:C10005,rdaa:P50336,rdaa:P51097,Published,29.5,2,
has sponsoring family of corporate body,rdaa:sponsoringFamilyOfCorporateBody.en,Relates a corporate body to a family who sponsors a corporate body.,,sponsoring family,,,,,,,,,sponsoring family of corporate body,A family who sponsors a corporate body.,rdaa:P50021,property,rdac:C10005,rdaa:P50335,rdaa:P51097,Published,29.5,2,
has sponsoring person of corporate body,rdaa:sponsoringPersonOfCorporateBody.en,Relates a corporate body to a person who sponsors a corporate body.,,sponsor,,,,,,,,,sponsoring person of corporate body,A person who sponsors a corporate body.,rdaa:P50028,property,rdac:C10005,rdaa:P50334,rdaa:P51096,Published,29.5,2,
is stage director agent of,rdaa:stageDirectorAgentOf.en,Relates an agent to an expression that includes a contribution by an agent of general management and supervision of a stage performance.,,stage director of,,,,,,,,,stage director agent of,An expression that includes a contribution by an agent of general management and supervision of a stage performance.,rdaa:P50139,property,rdac:C10002,rdaa:P50449,,Published,18.5,2,
is stage director collective agent of,rdaa:stageDirectorCollectiveAgentOf.en,Relates a collective agent to an expression that includes a contribution by a collective agent of general management and supervision of a stage performance.,,,,,,,,,,,stage director collective agent of,An expression that includes a contribution by a collective agent of general management and supervision of a stage performance.,rdaa:P50737,property,rdac:C10011,rdaa:P50774,rdaa:P50139,Published,,2,
is stage director corporate body of,rdaa:stageDirectorCorporateBodyOf.en,Relates a corporate body to an expression that includes a contribution by a corporate body of general management and supervision of a stage performance.,,,,,,,,,,,stage director corporate body of,An expression that includes a contribution by a corporate body of general management and supervision of a stage performance.,rdaa:P50888,property,rdac:C10005,rdaa:P50925,rdaa:P50737,Published,,2,
is stage director family of,rdaa:stageDirectorFamilyOf.en,Relates a family to an expression that includes a contribution by a family of general management and supervision of a stage performance.,,,,,,,,,,,stage director family of,An expression that includes a contribution by a family of general management and supervision of a stage performance.,rdaa:P51039,property,rdac:C10008,rdaa:P51076,rdaa:P50737,Published,,2,
is stage director person of,rdaa:stageDirectorPersonOf.en,Relates a person to an expression that includes a contribution by a person of general management and supervision of a stage performance.,,,,,,,,,,,stage director person of,An expression that includes a contribution by a person of general management and supervision of a stage performance.,rdaa:P50586,property,rdac:C10004,rdaa:P50623,rdaa:P50139,Published,,2,
